product_name,date,quantity_sold
Carrots,2022-06-12,7497
Carrots,2022-06-14,7037
Carrots,2022-07-01,12249
Carrots,2022-07-02,26355
Carrots,2022-07-03,512
Carrots,2022-07-04,4313
Carrots,2022-07-04,1144
Carrots,2022-07-06,17342
Carrots,2022-07-06,584
Carrots,2022-07-21,8348
Carrots,2022-07-26,14984
Carrots,2022-07-29,19135
Carrots,2022-07-30,6162
Carrots,2022-08-06,2341
Carrots,2022-08-06,14238
Carrots,2022-08-24,28599
Carrots,2022-08-25,13453
Carrots,2022-08-28,14297
Carrots,2022-08-30,3409
Carrots,2022-09-01,7444
Carrots,2022-09-07,21806
Carrots,2022-09-11,24464
Carrots,2022-09-18,30287
Carrots,2022-09-19,4612
Carrots,2022-09-19,5521
Carrots,2022-09-19,11130
Carrots,2022-09-19,7100
Carrots,2022-09-22,34078
Carrots,2022-10-03,10648
Carrots,2022-10-03,19370
Carrots,2022-10-06,23690
Carrots,2022-10-07,18269
Carrots,2022-10-14,7769
Carrots,2022-10-15,1222
Carrots,2022-10-15,19919
Carrots,2022-10-15,20838
Carrots,2022-10-18,10889
Carrots,2022-10-21,4552
Carrots,2022-10-24,21105
Carrots,2022-10-24,4160
Carrots,2022-10-28,37863
Carrots,2022-10-30,3981
Carrots,2022-10-31,2945
Carrots,2022-10-31,3503
Carrots,2022-11-04,1352
Carrots,2022-11-14,26821
Carrots,2022-11-20,8503
Carrots,2022-11-24,1524
Carrots,2022-12-12,3796
Carrots,2022-12-14,36881
Carrots,2022-12-15,6762
Carrots,2022-12-17,3247
Carrots,2022-12-25,3449
Carrots,2022-12-27,6050
Carrots,2022-12-27,1775
Carrots,2022-12-31,19779
Carrots,2022-12-31,8415
Carrots,2023-01-01,3660
Carrots,2023-01-06,28946
Carrots,2023-01-08,28300
Carrots,2023-01-10,1925
Carrots,2023-01-22,823
Carrots,2023-01-24,5426
Carrots,2023-01-27,1134
Carrots,2023-01-28,6659
Carrots,2023-01-29,4554
Carrots,2023-01-29,3463
Carrots,2023-02-01,27487
Carrots,2023-02-02,935
Carrots,2023-02-04,9929
Carrots,2023-02-05,10535
Carrots,2023-02-05,183
Carrots,2023-02-07,4015
Carrots,2023-02-07,578
Carrots,2023-02-10,23126
Carrots,2023-02-11,7647
Carrots,2023-02-14,876
Carrots,2023-02-22,479
Carrots,2023-02-24,162
Carrots,2023-03-03,1232
Carrots,2023-03-16,31870
Carrots,2023-03-22,8666
Carrots,2023-03-25,17152
Carrots,2023-04-03,9827
Carrots,2023-04-03,2444
Carrots,2023-04-03,17289
Carrots,2023-04-06,6026
Carrots,2023-04-06,2207
Carrots,2023-04-06,22133
Carrots,2023-04-11,10922
Carrots,2023-04-15,4867
Carrots,2023-04-25,13943
Carrots,2023-04-27,9862
Carrots,2023-04-28,24337
Carrots,2023-05-16,1237
Carrots,2023-05-18,24595
Carrots,2023-05-19,1818
Carrots,2023-05-30,30099
Carrots,2023-05-30,10558
Carrots,2023-06-02,2853
Carrots,2023-06-02,16061
Carrots,2023-06-03,7674
Carrots,2023-06-03,25673
Carrots,2023-06-12,614
Carrots,2023-06-13,934
Carrots,2023-06-13,3044
Carrots,2023-06-15,1418
Carrots,2023-06-18,4810
Carrots,2023-06-20,12570
Carrots,2023-06-28,312
Carrots,2023-06-29,6844
Carrots,2023-06-29,17825
Carrots,2023-07-01,1696
Carrots,2023-07-03,4076
Carrots,2023-07-05,3687
Carrots,2023-07-07,6101
Carrots,2023-07-08,42529
Carrots,2023-07-12,7801
Carrots,2023-07-19,19080
Carrots,2023-07-22,14358
Carrots,2023-07-29,673
Carrots,2023-07-31,15630
Carrots,2023-07-31,36523
Carrots,2023-08-01,6765
Carrots,2023-08-09,10446
Carrots,2023-08-12,10084
Carrots,2023-08-12,9189
Carrots,2023-08-13,7936
Carrots,2023-08-16,1000
Carrots,2023-08-23,3803
Carrots,2023-08-24,7120
Carrots,2023-08-27,3804
Carrots,2023-08-30,2210
Carrots,2023-09-01,11633
Carrots,2023-09-01,5224
Carrots,2023-09-04,227
Carrots,2023-09-04,25656
Carrots,2023-09-05,8530
Carrots,2023-09-12,2865
Carrots,2023-09-17,3765
Carrots,2023-09-18,9777
Carrots,2023-09-19,36084
Carrots,2023-09-26,9590
Carrots,2023-09-29,1456
Carrots,2023-09-30,5135
Carrots,2023-10-02,23883
Carrots,2023-10-15,22355
Carrots,2023-10-19,2305
Carrots,2023-10-20,11442
Carrots,2023-10-22,24940
Carrots,2023-10-23,4035
Carrots,2023-10-24,38498
Carrots,2023-10-29,2839
Carrots,2023-11-02,29993
Carrots,2023-11-05,700
Carrots,2023-11-05,3403
Carrots,2023-11-08,21537
Carrots,2023-11-09,33293
Carrots,2023-11-10,23818
Carrots,2023-11-11,5225
Carrots,2023-11-13,38679
Carrots,2023-11-14,17430
Carrots,2023-11-20,3819
Carrots,2023-11-30,10266
Carrots,2023-12-03,1592
Carrots,2023-12-03,3077
Carrots,2023-12-07,11566
Carrots,2023-12-10,34280
Carrots,2023-12-11,1357
Carrots,2023-12-12,9844
Carrots,2023-12-15,7551
Carrots,2023-12-25,8327
Carrots,2023-12-29,16932
Carrots,2023-12-30,14148
Carrots,2023-12-31,5199
Cheese,2022-01-02,3755
Cheese,2022-01-05,9566
Cheese,2022-01-08,14293
Cheese,2022-01-10,3427
Cheese,2022-01-15,14693
Cheese,2022-01-16,595
Cheese,2022-01-17,24624
Cheese,2022-01-18,21450
Cheese,2022-01-21,9982
Cheese,2022-01-24,11563
Cheese,2022-01-25,979
Cheese,2022-01-27,10979
Cheese,2022-01-29,14007
Cheese,2022-02-04,1325
Cheese,2022-02-05,2964
Cheese,2022-02-06,6028
Cheese,2022-02-06,17139
Cheese,2022-02-08,35537
Cheese,2022-02-08,32418
Cheese,2022-02-09,24349
Cheese,2022-02-13,1620
Cheese,2022-02-14,7127
Cheese,2022-02-16,10482
Cheese,2022-02-16,253
Cheese,2022-02-20,423
Cheese,2022-02-23,5875
Cheese,2022-02-25,23272
Cheese,2022-02-26,15139
Cheese,2022-02-27,865
Cheese,2022-02-28,5044
Cheese,2022-02-28,10041
Cheese,2022-03-01,11515
Cheese,2022-03-01,40983
Cheese,2022-03-02,9061
Cheese,2022-03-03,1889
Cheese,2022-03-04,38813
Cheese,2022-03-06,3569
Cheese,2022-03-10,19774
Cheese,2022-03-10,7795
Cheese,2022-03-11,6243
Cheese,2022-03-11,13640
Cheese,2022-03-12,12205
Cheese,2022-03-13,6155
Cheese,2022-03-14,708
Cheese,2022-03-14,1241
Cheese,2022-03-14,447
Cheese,2022-03-15,10178
Cheese,2022-03-19,24601
Cheese,2022-03-20,4410
Cheese,2022-03-20,6295
Cheese,2022-03-21,17851
Cheese,2022-03-21,9348
Cheese,2022-03-22,6828
Cheese,2022-03-24,15388
Cheese,2022-03-27,25381
Cheese,2022-03-29,15353
Cheese,2022-03-30,23285
Cheese,2022-04-01,6831
Cheese,2022-04-05,12790
Cheese,2022-04-06,6568
Cheese,2022-04-06,12570
Cheese,2022-04-09,10161
Cheese,2022-04-10,9539
Cheese,2022-04-13,6693
Cheese,2022-04-13,32268
Cheese,2022-04-16,19484
Cheese,2022-04-17,1877
Cheese,2022-04-18,12430
Cheese,2022-04-19,4044
Cheese,2022-04-20,3563
Cheese,2022-04-22,5116
Cheese,2022-04-23,1198
Cheese,2022-04-25,6321
Cheese,2022-04-26,3554
Cheese,2022-04-28,10830
Cheese,2022-04-29,35999
Cheese,2022-04-29,22613
Cheese,2022-04-30,9236
Cheese,2022-05-04,456
Cheese,2022-05-06,2877
Cheese,2022-05-06,20963
Cheese,2022-05-07,31196
Cheese,2022-05-07,6763
Cheese,2022-05-08,23508
Cheese,2022-05-08,1442
Cheese,2022-05-08,23286
Cheese,2022-05-10,9816
Cheese,2022-05-11,1162
Cheese,2022-05-12,9021
Cheese,2022-05-13,29067
Cheese,2022-05-17,7647
Cheese,2022-05-17,7115
Cheese,2022-05-18,1342
Cheese,2022-05-18,2649
Cheese,2022-05-19,24170
Cheese,2022-05-19,10737
Cheese,2022-05-19,13614
Cheese,2022-05-21,12595
Cheese,2022-05-21,2924
Cheese,2022-05-23,11510
Cheese,2022-05-25,19712
Cheese,2022-05-27,2386
Cheese,2022-05-27,22892
Cheese,2022-05-31,8502
Cheese,2022-06-01,1754
Cheese,2022-06-03,491
Cheese,2022-06-12,20508
Cheese,2022-06-13,32107
Cheese,2022-06-15,23316
Cheese,2022-06-16,12156
Cheese,2022-06-16,4257
Cheese,2022-06-17,30133
Cheese,2022-06-18,8390
Cheese,2022-06-19,6258
Cheese,2022-06-20,8702
Cheese,2022-06-22,7232
Cheese,2022-06-25,4752
Cheese,2022-06-26,481
Cheese,2022-07-02,4910
Cheese,2022-07-02,18269
Cheese,2022-07-04,872
Cheese,2022-07-06,14747
Cheese,2022-07-08,22586
Cheese,2022-07-09,29885
Cheese,2022-07-10,4316
Cheese,2022-07-11,26126
Cheese,2022-07-15,12704
Cheese,2022-07-19,20212
Cheese,2022-07-19,18385
Cheese,2022-07-21,11871
Cheese,2022-07-21,22190
Cheese,2022-07-22,3243
Cheese,2022-07-22,1894
Cheese,2022-07-22,14578
Cheese,2022-07-23,7849
Cheese,2022-07-26,4712
Cheese,2022-07-26,46055
Cheese,2022-07-27,17445
Cheese,2022-07-29,8515
Cheese,2022-07-29,17238
Cheese,2022-07-30,15887
Cheese,2022-08-02,40499
Cheese,2022-08-04,3875
Cheese,2022-08-04,1850
Cheese,2022-08-11,13629
Cheese,2022-08-12,16149
Cheese,2022-08-13,14773
Cheese,2022-08-13,26379
Cheese,2022-08-14,15825
Cheese,2022-08-15,21831
Cheese,2022-08-20,23037
Cheese,2022-08-21,10463
Cheese,2022-08-21,16033
Cheese,2022-08-22,1117
Cheese,2022-08-22,2140
Cheese,2022-08-22,736
Cheese,2022-08-24,21571
Cheese,2022-08-27,2744
Cheese,2022-08-27,4684
Cheese,2022-08-29,8257
Cheese,2022-08-30,3095
Cheese,2022-09-02,2738
Cheese,2022-09-05,7772
Cheese,2022-09-06,12980
Cheese,2022-09-06,8213
Cheese,2022-09-08,1258
Cheese,2022-09-11,2083
Cheese,2022-09-11,16189
Cheese,2022-09-11,25420
Cheese,2022-09-11,32892
Cheese,2022-09-12,41151
Cheese,2022-09-12,6918
Cheese,2022-09-13,829
Cheese,2022-09-16,15317
Cheese,2022-09-16,7124
Cheese,2022-09-17,10802
Cheese,2022-09-17,1906
Cheese,2022-09-21,15072
Cheese,2022-09-22,27993
Cheese,2022-09-23,2123
Cheese,2022-09-23,7547
Cheese,2022-09-23,5515
Cheese,2022-09-26,4403
Cheese,2022-09-27,21799
Cheese,2022-09-30,1455
Cheese,2022-09-30,12136
Cheese,2022-10-02,1016
Cheese,2022-10-02,9742
Cheese,2022-10-03,6961
Cheese,2022-10-05,5725
Cheese,2022-10-07,10611
Cheese,2022-10-11,8359
Cheese,2022-10-11,23053
Cheese,2022-10-11,6821
Cheese,2022-10-14,35837
Cheese,2022-10-15,17416
Cheese,2022-10-15,9635
Cheese,2022-10-15,801
Cheese,2022-10-15,6854
Cheese,2022-10-19,33101
Cheese,2022-10-20,1519
Cheese,2022-10-21,32424
Cheese,2022-10-21,11115
Cheese,2022-10-22,9266
Cheese,2022-10-22,8132
Cheese,2022-10-23,27161
Cheese,2022-10-23,13030
Cheese,2022-10-24,3642
Cheese,2022-10-25,1480
Cheese,2022-10-26,4026
Cheese,2022-10-27,2824
Cheese,2022-10-29,10724
Cheese,2022-10-30,3988
Cheese,2022-11-01,32411
Cheese,2022-11-02,14512
Cheese,2022-11-03,15414
Cheese,2022-11-03,514
Cheese,2022-11-06,25180
Cheese,2022-11-07,14868
Cheese,2022-11-11,1556
Cheese,2022-11-13,10900
Cheese,2022-11-13,10858
Cheese,2022-11-15,3101
Cheese,2022-11-17,33867
Cheese,2022-11-17,9024
Cheese,2022-11-21,20236
Cheese,2022-11-22,5276
Cheese,2022-11-22,8843
Cheese,2022-11-24,13587
Cheese,2022-11-25,132
Cheese,2022-11-27,6575
Cheese,2022-11-27,10721
Cheese,2022-11-28,43399
Cheese,2022-12-04,41806
Cheese,2022-12-05,1454
Cheese,2022-12-06,39616
Cheese,2022-12-06,9467
Cheese,2022-12-06,18633
Cheese,2022-12-07,13282
Cheese,2022-12-10,3144
Cheese,2022-12-10,42131
Cheese,2022-12-10,2551
Cheese,2022-12-11,4002
Cheese,2022-12-12,8470
Cheese,2022-12-15,1777
Cheese,2022-12-15,9401
Cheese,2022-12-15,2384
Cheese,2022-12-16,6211
Cheese,2022-12-17,20779
Cheese,2022-12-17,1591
Cheese,2022-12-18,241
Cheese,2022-12-22,42593
Cheese,2022-12-22,2599
Cheese,2022-12-22,26488
Cheese,2022-12-24,20485
Cheese,2022-12-24,19538
Cheese,2022-12-27,4542
Cheese,2022-12-28,2898
Cheese,2022-12-29,16611
Cheese,2023-01-06,31722
Cheese,2023-01-12,2068
Cheese,2023-01-14,29311
Cheese,2023-01-15,1537
Cheese,2023-01-16,8598
Cheese,2023-01-16,16099
Cheese,2023-01-17,2128
Cheese,2023-01-21,16873
Cheese,2023-01-22,19074
Cheese,2023-01-25,15356
Cheese,2023-01-27,9411
Cheese,2023-01-30,630
Cheese,2023-01-31,1439
Cheese,2023-02-04,2829
Cheese,2023-02-04,9241
Cheese,2023-02-06,439
Cheese,2023-02-07,1558
Cheese,2023-02-08,43109
Cheese,2023-02-11,917
Cheese,2023-02-17,3937
Cheese,2023-02-19,23904
Cheese,2023-02-22,1355
Cheese,2023-02-22,27379
Cheese,2023-02-23,23511
Cheese,2023-02-24,2549
Cheese,2023-02-26,31087
Cheese,2023-02-28,9039
Cheese,2023-03-01,3573
Cheese,2023-03-06,5813
Cheese,2023-03-07,1877
Cheese,2023-03-11,3864
Cheese,2023-03-11,12623
Cheese,2023-03-11,18657
Cheese,2023-03-13,31711
Cheese,2023-03-14,6188
Cheese,2023-03-17,29621
Cheese,2023-03-21,3337
Cheese,2023-03-22,8274
Cheese,2023-03-22,482
Cheese,2023-03-24,5054
Cheese,2023-03-25,14818
Cheese,2023-03-27,6189
Cheese,2023-03-28,13117
Cheese,2023-03-30,13253
Cheese,2023-04-03,7919
Cheese,2023-04-04,7408
Cheese,2023-04-05,3715
Cheese,2023-04-07,10002
Cheese,2023-04-08,13406
Cheese,2023-04-13,37527
Cheese,2023-04-15,5762
Cheese,2023-04-19,4891
Cheese,2023-04-19,16653
Cheese,2023-04-20,8041
Cheese,2023-04-20,9867
Cheese,2023-04-21,7753
Cheese,2023-04-24,11446
Cheese,2023-04-25,21687
Cheese,2023-04-26,15094
Cheese,2023-04-28,9484
Cheese,2023-05-04,13016
Cheese,2023-05-08,10088
Cheese,2023-05-08,18533
Cheese,2023-05-09,13817
Cheese,2023-05-12,21
Cheese,2023-05-13,5231
Cheese,2023-05-15,14615
Cheese,2023-05-19,34849
Cheese,2023-05-20,30949
Cheese,2023-05-21,35633
Cheese,2023-05-25,13134
Cheese,2023-05-25,15984
Cheese,2023-05-26,32272
Cheese,2023-05-26,12456
Cheese,2023-06-01,15519
Cheese,2023-06-01,3905
Cheese,2023-06-02,75
Cheese,2023-06-07,2649
Cheese,2023-06-07,6326
Cheese,2023-06-08,5248
Cheese,2023-06-08,1188
Cheese,2023-06-08,15872
Cheese,2023-06-08,5122
Cheese,2023-06-10,506
Cheese,2023-06-15,13223
Cheese,2023-06-15,3869
Cheese,2023-06-16,12623
Cheese,2023-06-17,1279
Cheese,2023-06-23,16973
Cheese,2023-06-26,1513
Cheese,2023-06-27,13200
Cheese,2023-06-28,19748
Cheese,2023-06-28,1403
Cheese,2023-06-30,11374
Cheese,2023-06-30,15099
Cheese,2023-07-03,1932
Cheese,2023-07-03,1454
Cheese,2023-07-03,22177
Cheese,2023-07-05,9418
Cheese,2023-07-09,13703
Cheese,2023-07-11,9086
Cheese,2023-07-12,2854
Cheese,2023-07-19,5298
Cheese,2023-07-20,13769
Cheese,2023-07-21,27056
Cheese,2023-07-23,3948
Cheese,2023-07-23,4503
Cheese,2023-07-24,2013
Cheese,2023-07-25,4439
Cheese,2023-07-26,44262
Cheese,2023-07-27,1804
Cheese,2023-07-29,13945
Cheese,2023-07-30,13775
Cheese,2023-07-31,32522
Cheese,2023-08-03,3302
Cheese,2023-08-07,18795
Cheese,2023-08-08,1918
Cheese,2023-08-08,4719
Cheese,2023-08-08,335
Cheese,2023-08-10,15070
Cheese,2023-08-17,4657
Cheese,2023-08-17,29651
Cheese,2023-08-24,886
Cheese,2023-08-27,7118
Cheese,2023-08-28,2643
Cheese,2023-08-29,16341
Cheese,2023-08-30,37014
Cheese,2023-08-30,26393
Cheese,2023-09-02,12205
Cheese,2023-09-04,37054
Cheese,2023-09-06,3069
Cheese,2023-09-06,22740
Cheese,2023-09-07,12935
Cheese,2023-09-09,13459
Cheese,2023-09-10,10741
Cheese,2023-09-12,25034
Cheese,2023-09-13,20267
Cheese,2023-09-14,2176
Cheese,2023-09-16,1417
Cheese,2023-09-17,5322
Cheese,2023-09-20,16783
Cheese,2023-09-21,1539
Cheese,2023-09-22,4686
Cheese,2023-09-24,12180
Cheese,2023-09-26,14724
Cheese,2023-09-28,2286
Cheese,2023-10-03,32229
Cheese,2023-10-06,5149
Cheese,2023-10-07,11436
Cheese,2023-10-07,26803
Cheese,2023-10-10,17973
Cheese,2023-10-12,2002
Cheese,2023-10-16,5355
Cheese,2023-10-17,11989
Cheese,2023-10-18,28791
Cheese,2023-10-18,29013
Cheese,2023-10-18,26701
Cheese,2023-10-19,28443
Cheese,2023-10-20,9722
Cheese,2023-10-23,1965
Cheese,2023-10-26,524
Cheese,2023-10-30,7501
Cheese,2023-10-30,9087
Cheese,2023-10-30,1265
Cheese,2023-10-31,1937
Cheese,2023-11-01,6572
Cheese,2023-11-02,5462
Cheese,2023-11-03,2780
Cheese,2023-11-05,41815
Cheese,2023-11-05,8144
Cheese,2023-11-06,231
Cheese,2023-11-06,3018
Cheese,2023-11-10,48618
Cheese,2023-11-11,103
Cheese,2023-11-12,12548
Cheese,2023-11-15,22504
Cheese,2023-11-22,21954
Cheese,2023-11-24,8763
Cheese,2023-11-25,14928
Cheese,2023-11-27,28506
Cheese,2023-12-03,7005
Cheese,2023-12-05,1294
Cheese,2023-12-05,2601
Cheese,2023-12-06,41152
Cheese,2023-12-06,10597
Cheese,2023-12-06,159
Cheese,2023-12-07,11963
Cheese,2023-12-08,2773
Cheese,2023-12-09,23104
Cheese,2023-12-10,6535
Cheese,2023-12-12,3536
Cheese,2023-12-14,10213
Cheese,2023-12-15,721
Cheese,2023-12-15,25059
Cheese,2023-12-17,3197
Cheese,2023-12-17,14110
Cheese,2023-12-19,36541
Cheese,2023-12-19,5980
Cheese,2023-12-21,5042
Cheese,2023-12-21,25752
Cheese,2023-12-23,9142
Cheese,2023-12-23,2990
Cheese,2023-12-27,12348
Cheese,2023-12-30,1657
Cheese,2023-12-31,5558
Chicken,2022-01-09,14752
Chicken,2022-01-11,14006
Chicken,2022-01-13,5521
Chicken,2022-01-13,349
Chicken,2022-01-16,12497
Chicken,2022-01-17,1411
Chicken,2022-01-19,16197
Chicken,2022-01-20,11294
Chicken,2022-01-21,6648
Chicken,2022-01-25,16285
Chicken,2022-01-25,1501
Chicken,2022-01-27,7465
Chicken,2022-01-29,14697
Chicken,2022-01-30,9810
Chicken,2022-02-01,21028
Chicken,2022-02-04,788
Chicken,2022-02-06,5067
Chicken,2022-02-07,7161
Chicken,2022-02-07,988
Chicken,2022-02-09,17118
Chicken,2022-02-10,11379
Chicken,2022-02-11,20945
Chicken,2022-02-12,14672
Chicken,2022-02-14,4762
Chicken,2022-02-15,12314
Chicken,2022-02-15,13525
Chicken,2022-02-16,12218
Chicken,2022-02-16,7828
Chicken,2022-02-16,914
Chicken,2022-02-17,25699
Chicken,2022-02-20,11768
Chicken,2022-02-21,4262
Chicken,2022-02-21,16879
Chicken,2022-02-27,30933
Chicken,2022-03-04,7293
Chicken,2022-03-04,17476
Chicken,2022-03-04,25735
Chicken,2022-03-05,586
Chicken,2022-03-05,7036
Chicken,2022-03-08,24111
Chicken,2022-03-10,13880
Chicken,2022-03-12,12120
Chicken,2022-03-15,35335
Chicken,2022-03-16,25910
Chicken,2022-03-17,4910
Chicken,2022-03-18,35856
Chicken,2022-03-19,15387
Chicken,2022-03-21,1777
Chicken,2022-03-21,148
Chicken,2022-03-24,15733
Chicken,2022-03-24,13165
Chicken,2022-03-26,32118
Chicken,2022-03-27,15370
Chicken,2022-03-28,14045
Chicken,2022-03-29,8313
Chicken,2022-03-31,2735
Chicken,2022-04-01,27804
Chicken,2022-04-01,9862
Chicken,2022-04-04,13227
Chicken,2022-04-04,15592
Chicken,2022-04-05,12620
Chicken,2022-04-09,12792
Chicken,2022-04-09,22410
Chicken,2022-04-12,17341
Chicken,2022-04-13,2246
Chicken,2022-04-16,2497
Chicken,2022-04-18,1338
Chicken,2022-04-21,12670
Chicken,2022-04-26,4712
Chicken,2022-04-30,124
Chicken,2022-05-02,870
Chicken,2022-05-04,12324
Chicken,2022-05-05,2454
Chicken,2022-05-05,16921
Chicken,2022-05-08,25792
Chicken,2022-05-08,6869
Chicken,2022-05-11,25095
Chicken,2022-05-12,4568
Chicken,2022-05-13,2703
Chicken,2022-05-13,7995
Chicken,2022-05-14,9485
Chicken,2022-05-18,8428
Chicken,2022-05-21,1565
Chicken,2022-05-26,15322
Chicken,2022-05-26,25034
Chicken,2022-05-31,41748
Chicken,2022-06-01,6153
Chicken,2022-06-03,4132
Chicken,2022-06-04,8250
Chicken,2022-06-04,44446
Chicken,2022-06-04,1690
Chicken,2022-06-07,8687
Chicken,2022-06-08,3903
Chicken,2022-06-09,31178
Chicken,2022-06-10,18196
Chicken,2022-06-10,2689
Chicken,2022-06-14,12056
Chicken,2022-06-17,2427
Chicken,2022-06-18,17045
Chicken,2022-06-18,13801
Chicken,2022-06-20,11087
Chicken,2022-06-23,23050
Chicken,2022-06-24,32112
Chicken,2022-06-26,10750
Chicken,2022-06-28,14920
Chicken,2022-06-29,26968
Chicken,2022-07-01,12808
Chicken,2022-07-02,38718
Chicken,2022-07-06,13891
Chicken,2022-07-07,15230
Chicken,2022-07-08,27513
Chicken,2022-07-09,8479
Chicken,2022-07-09,21008
Chicken,2022-07-11,933
Chicken,2022-07-14,885
Chicken,2022-07-17,25805
Chicken,2022-07-20,4938
Chicken,2022-07-21,2003
Chicken,2022-07-23,5328
Chicken,2022-07-23,757
Chicken,2022-07-24,297
Chicken,2022-07-25,32571
Chicken,2022-08-02,18750
Chicken,2022-08-03,2060
Chicken,2022-08-06,24147
Chicken,2022-08-09,28698
Chicken,2022-08-09,20699
Chicken,2022-08-11,39
Chicken,2022-08-12,15049
Chicken,2022-08-12,34729
Chicken,2022-08-15,5984
Chicken,2022-08-17,29518
Chicken,2022-08-17,1342
Chicken,2022-08-18,8902
Chicken,2022-08-21,14440
Chicken,2022-08-25,14089
Chicken,2022-08-26,33516
Chicken,2022-08-26,1079
Chicken,2022-08-26,17318
Chicken,2022-08-27,6357
Chicken,2022-08-28,23977
Chicken,2022-08-28,8828
Chicken,2022-08-28,35929
Chicken,2022-08-29,8526
Chicken,2022-08-31,14941
Chicken,2022-09-02,10174
Chicken,2022-09-05,21109
Chicken,2022-09-05,14776
Chicken,2022-09-09,15388
Chicken,2022-09-11,28908
Chicken,2022-09-11,3810
Chicken,2022-09-15,26854
Chicken,2022-09-16,8505
Chicken,2022-09-16,34657
Chicken,2022-09-19,37614
Chicken,2022-09-20,5480
Chicken,2022-09-25,20816
Chicken,2022-09-27,5696
Chicken,2022-10-03,780
Chicken,2022-10-07,19040
Chicken,2022-10-10,8711
Chicken,2022-10-10,7122
Chicken,2022-10-12,26983
Chicken,2022-10-13,1838
Chicken,2022-10-13,13854
Chicken,2022-10-14,15717
Chicken,2022-10-15,1641
Chicken,2022-10-16,12049
Chicken,2022-10-17,6775
Chicken,2022-10-18,34741
Chicken,2022-10-18,8572
Chicken,2022-10-20,15754
Chicken,2022-10-20,36531
Chicken,2022-10-21,20941
Chicken,2022-10-28,8171
Chicken,2022-10-28,25020
Chicken,2022-10-29,5670
Chicken,2022-10-30,7906
Chicken,2022-11-04,20066
Chicken,2022-11-07,27675
Chicken,2022-11-08,8041
Chicken,2022-11-08,3996
Chicken,2022-11-09,17778
Chicken,2022-11-11,17865
Chicken,2022-11-12,10720
Chicken,2022-11-12,3913
Chicken,2022-11-12,663
Chicken,2022-11-13,9228
Chicken,2022-11-16,20988
Chicken,2022-11-18,6042
Chicken,2022-11-20,2796
Chicken,2022-11-21,1700
Chicken,2022-11-22,5161
Chicken,2022-11-25,457
Chicken,2022-11-26,1292
Chicken,2022-11-27,31192
Chicken,2022-11-29,22083
Chicken,2022-11-30,15292
Chicken,2022-12-02,19432
Chicken,2022-12-02,7810
Chicken,2022-12-04,32212
Chicken,2022-12-06,8476
Chicken,2022-12-06,25835
Chicken,2022-12-09,2271
Chicken,2022-12-12,11787
Chicken,2022-12-13,44103
Chicken,2022-12-22,3851
Chicken,2022-12-23,37167
Chicken,2022-12-27,27278
Chicken,2022-12-29,7033
Chicken,2022-12-30,2874
Chicken,2023-01-07,25556
Chicken,2023-01-10,11636
Chicken,2023-01-11,950
Chicken,2023-01-13,1876
Chicken,2023-01-14,2025
Chicken,2023-01-23,4093
Chicken,2023-01-25,4995
Chicken,2023-01-25,887
Chicken,2023-01-25,18295
Chicken,2023-01-29,1835
Chicken,2023-01-29,17487
Chicken,2023-01-30,531
Chicken,2023-01-30,31991
Chicken,2023-01-31,15627
Chicken,2023-02-01,4030
Chicken,2023-02-01,2740
Chicken,2023-02-01,1622
Chicken,2023-02-02,19669
Chicken,2023-02-03,635
Chicken,2023-02-03,17986
Chicken,2023-02-04,5229
Chicken,2023-02-05,12428
Chicken,2023-02-05,19443
Chicken,2023-02-06,598
Chicken,2023-02-07,40694
Chicken,2023-02-07,3929
Chicken,2023-02-08,20340
Chicken,2023-02-09,2899
Chicken,2023-02-10,8855
Chicken,2023-02-13,8100
Chicken,2023-02-15,11966
Chicken,2023-02-17,8574
Chicken,2023-02-18,4029
Chicken,2023-02-19,243
Chicken,2023-02-25,134
Chicken,2023-02-25,15829
Chicken,2023-02-26,589
Chicken,2023-03-03,33401
Chicken,2023-03-05,7249
Chicken,2023-03-08,30492
Chicken,2023-03-14,969
Chicken,2023-03-14,1675
Chicken,2023-03-18,2980
Chicken,2023-03-19,6486
Chicken,2023-03-21,22174
Chicken,2023-03-21,916
Chicken,2023-03-25,2356
Chicken,2023-03-28,658
Chicken,2023-03-30,28363
Chicken,2023-03-30,23709
Chicken,2023-04-01,1837
Chicken,2023-04-01,6498
Chicken,2023-04-02,7145
Chicken,2023-04-04,1144
Chicken,2023-04-06,20580
Chicken,2023-04-07,7923
Chicken,2023-04-09,15438
Chicken,2023-04-14,5240
Chicken,2023-04-15,11594
Chicken,2023-04-17,11760
Chicken,2023-04-24,6019
Chicken,2023-04-27,3186
Chicken,2023-04-29,11933
Chicken,2023-05-02,10057
Chicken,2023-05-04,7394
Chicken,2023-05-04,29003
Chicken,2023-05-06,17068
Chicken,2023-05-07,3895
Chicken,2023-05-07,38876
Chicken,2023-05-08,20375
Chicken,2023-05-09,14158
Chicken,2023-05-15,11972
Chicken,2023-05-17,14728
Chicken,2023-05-18,1151
Chicken,2023-05-18,2916
Chicken,2023-05-19,15158
Chicken,2023-05-27,17340
Chicken,2023-05-30,10317
Chicken,2023-05-31,16989
Chicken,2023-05-31,1457
Chicken,2023-06-03,2697
Chicken,2023-06-07,6676
Chicken,2023-06-15,13530
Chicken,2023-06-15,26521
Chicken,2023-06-16,14613
Chicken,2023-06-16,18704
Chicken,2023-06-19,8878
